101013208,101013000,0,00,044,055,600,011,001,000,0,0,00000,000,0,044,044,044,044,043,043,044,044,044,044,044,044,044,043,043,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044
101013208,101013250,1,00,002,012,600,011,001,000,0,0,00000,000,0,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002
101013208,101013801,0,00,042,165,600,011,001,000,0,0,00000,000,0,042,042,042,036,034,034,037,041,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042
101013250,101013208,1,00,002,012,600,011,001,000,0,0,00000,000,0,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002
101013801,101013208,0,00,042,165,600,011,001,000,0,0,00000,000,0,042,042,042,042,041,041,042,042,042,042,042,042,042,041,041,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042
101013801,101014107,1,00,001,084,600,011,001,000,0,0,00000,000,0,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001
101013801,101014450,0,00,042,140,600,011,001,000,0,0,00000,000,0,042,042,042,042,034,034,034,039,041,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042
101014107,101013801,1,00,001,084,600,011,001,000,0,0,00000,000,0,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001
101014450,101013801,0,00,042,140,600,011,001,000,0,0,00000,000,0,042,042,042,042,041,041,042,042,042,042,042,042,042,041,041,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042
101014450,101014709,1,00,001,097,600,011,001,000,0,0,00000,000,0,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001
101014450,101014906,0,00,042,028,600,011,001,000,0,0,00000,000,0,042,042,042,042,034,034,034,039,041,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042
101014709,101014450,1,00,001,097,600,011,001,000,0,0,00000,000,0,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001
101014906,101014450,0,00,042,028,600,011,001,000,0,0,00000,000,0,042,042,042,042,041,041,042,042,042,042,042,042,042,041,041,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042,042
101014906,101015102,0,00,029,021,600,011,001,000,0,0,00000,000,0,029,029,029,029,021,021,021,026,028,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029
101015102,101014906,0,00,029,021,600,011,001,000,0,0,00000,000,0,029,029,029,029,028,028,029,029,029,029,029,029,029,028,028,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029
101015102,101015400,1,00,008,117,600,011,001,000,0,0,00000,000,0,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008
101015102,101015701,0,00,029,071,600,011,001,000,0,0,00000,000,0,029,029,029,029,021,021,021,026,028,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029
101015400,101015102,1,00,008,117,600,011,001,000,0,0,00000,000,0,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008
101015701,101015102,0,00,029,071,600,011,001,000,0,0,00000,000,0,029,029,029,029,028,028,029,029,029,029,029,029,029,028,028,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029
101015701,101015909,1,00,001,022,600,011,001,000,0,0,00000,000,0,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001
101015701,101016308,0,00,029,073,600,011,001,000,0,0,00000,000,0,029,029,029,029,022,021,021,025,028,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029
101015909,101015701,1,00,001,022,600,011,001,000,0,0,00000,000,0,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001
101016308,101015701,0,00,029,073,600,011,001,000,0,0,00000,000,0,029,029,029,028,028,029,029,029,029,029,029,029,028,028,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029,029
101016308,101016403,1,00,003,031,600,011,001,000,0,0,00000,000,0,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003
101016308,101017001,0,00,026,102,600,011,001,000,0,0,00000,000,0,026,026,026,026,020,018,018,021,025,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026
101016403,101016308,1,00,003,031,600,011,001,000,0,0,00000,000,0,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003
101017001,101016308,0,00,026,102,600,011,001,000,0,0,00000,000,0,026,026,026,025,025,026,026,026,026,026,026,026,025,025,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026
101017001,101017904,0,00,006,140,600,011,001,000,0,0,00000,000,0,006,006,006,006,005,004,004,004,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006
101017001,101018409,0,00,026,010,600,011,001,000,0,0,00000,000,0,026,026,026,026,026,026,026,025,025,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026
101017904,101017001,0,00,006,140,600,011,001,000,0,0,00000,000,0,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006
101017904,101018004,1,00,001,014,600,011,001,000,0,0,00000,000,0,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001
101017904,101018201,1,00,006,046,600,011,001,000,0,0,00000,000,0,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006
101018004,101017904,1,00,001,014,600,011,001,000,0,0,00000,000,0,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001
101018201,101017904,1,00,006,046,600,011,001,000,0,0,00000,000,0,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006,006
101018409,101017001,0,00,026,010,600,011,001,000,0,0,00000,000,0,026,026,026,025,025,026,026,026,026,026,026,026,025,025,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026,026
101018409,101019007,1,00,008,031,600,011,001,000,0,0,00000,000,0,008,008,008,008,008,008,008,007,007,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008
101019007,101018409,1,00,008,031,600,011,001,000,0,0,00000,000,0,008,008,008,007,007,008,008,008,008,008,008,008,007,007,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008
101020004,101020305,0,00,002,048,600,011,001,000,0,0,00000,000,0,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002
101020004,101021007,1,00,001,034,600,011,001,000,0,0,00000,000,0,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001
101020004,101021308,1,00,009,018,600,011,001,000,0,0,00000,000,0,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009
101020004,101021702,0,00,017,040,600,011,001,000,0,0,00000,000,0,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017
101020004,101039316,0,00,044,075,600,011,001,000,0,0,00000,000,0,044,044,044,043,043,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044,044
101020305,101020004,0,00,002,048,600,011,001,000,0,0,00000,000,0,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002
101020305,101039316,0,00,002,068,600,011,001,000,0,0,00000,000,0,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002
101021007,101020004,1,00,001,034,600,011,001,000,0,0,00000,000,0,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001
101021308,101020004,1,00,009,018,600,011,001,000,0,0,00000,000,0,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009
101021702,101020004,0,00,017,040,600,011,001,000,0,0,00000,000,0,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017,017
101021702,101021806,1,00,012,026,600,011,001,000,0,0,00000,000,0,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012
101021702,101022404,0,00,002,053,600,011,001,000,0,0,00000,000,0,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002
101021806,101021702,1,00,012,026,600,011,001,000,0,0,00000,000,0,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012
101022404,101021702,0,00,002,053,600,011,001,000,0,0,00000,000,0,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002
101022404,101023202,0,00,010,021,600,011,001,000,0,0,00000,000,0,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010
101022404,101038101,0,00,002,166,600,011,001,000,0,0,00000,000,0,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002,002
101023202,101022404,0,00,010,021,600,011,001,000,0,0,00000,000,0,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010
101023202,101023252,1,00,008,013,600,011,001,000,0,0,00000,000,0,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008
101023202,101024005,0,00,008,102,600,011,001,000,0,0,00000,000,0,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008
101023252,101023202,1,00,008,013,600,011,001,000,0,0,00000,000,0,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008
101024005,101023202,0,00,008,102,600,011,001,000,0,0,00000,000,0,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008
101024005,101024109,1,00,008,025,600,011,001,000,0,0,00000,000,0,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008
101024005,101025120,0,00,008,024,600,011,001,000,0,0,00000,000,0,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008
101024109,101024005,1,00,008,025,600,011,001,000,0,0,00000,000,0,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008
101025120,101024005,0,00,008,024,600,011,001,000,0,0,00000,000,0,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008
101025120,101025807,0,00,008,083,600,011,001,000,0,0,00000,000,0,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008
101025120,101049106,0,00,003,219,600,011,001,000,0,0,00000,000,0,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003,003
101025807,101010002,0,00,012,140,600,011,001,000,0,0,00000,000,0,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012,012
101025807,101025120,0,00,008,083,600,011,001,000,0,0,00000,000,0,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008
101025807,101027018,0,00,009,147,600,011,001,000,0,0,00000,000,0,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009
101027018,101025807,0,00,009,147,600,011,001,000,0,0,00000,000,0,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009
101027018,101027304,1,00,001,061,600,011,001,000,0,0,00000,000,0,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001
101027018,101027709,0,00,009,125,600,011,001,000,0,0,00000,000,0,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009
101027304,101027018,1,00,001,061,600,011,001,000,0,0,00000,000,0,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001
101027709,101027018,0,00,009,125,600,011,001,000,0,0,00000,000,0,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009,009
101027709,101027802,1,00,010,080,600,011,001,000,0,0,00000,000,0,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010
101027709,101028400,1,00,001,064,600,011,001,000,0,0,00000,000,0,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001
101027802,101027709,1,00,010,080,600,011,001,000,0,0,00000,000,0,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010,010
101028400,101027709,1,00,001,064,600,011,001,000,0,0,00000,000,0,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001,001
101030203,101030222,0,00,077,006,600,011,001,000,0,0,00000,000,0,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077,077
101030203,101032139,0,00,016,032,600,011,001,000,0,0,00000,000,0,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016,016
101030203,101040008,0,00,069,072,600,011,001,000,0,0,00000,000,0,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069,069
101030203,101042107,0,00,022,062,600,011,001,000,0,0,00000,000,0,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022
